"W91AA",51.522227397542,-0.17959388320811
"W91AB",51.521596409572,-0.1800803745899
"W91AD",51.523171916151,-0.17786943191092
"W91AE",51.524041144195,-0.17593165931107
"W91AF",51.524226503988,-0.17628468211249
"W91AH",51.523888771807,-0.17654326916681
"W91AJ",51.524428718542,-0.17656494779988
"W91AL",51.523204260584,-0.18111194742014
"W91AN",51.523124581594,-0.18003385593179
"W91AP",51.526721988635,-0.18003457021373
"W91AR",51.524016666216,-0.17956576676534
"W91AS",51.524451969554,-0.17864011246242
"W91AT",51.524269711273,-0.17906548657147
"W91AU",51.524468969754,-0.17973515028401
"W91AW",51.523549149569,-0.17841663536184
"W91AY",51.523643056532,-0.17867239438017
"W91AZ",51.523874689988,-0.17911008165638
"W91BE",51.525513623812,-0.17924653616552
"W91BG",51.526238652851,-0.18018360693928
"W91BH",51.524020585771,-0.17808064104831
"W91BJ",51.524633331011,-0.17815710121997
"W91BL",51.524421236864,-0.1778195525164
"W91BN",51.524577646326,-0.17746729102345
"W91BP",51.523944013965,-0.17720425127973
"W91BQ",51.52527654135,-0.1796164343197
"W91BS",51.524106049731,-0.17663550848327
"W91BT",51.524952451827,-0.17727931344551
"W91BW",51.524330046444,-0.17715999861978
"W91BY",51.524100197633,-0.17683758318966
"W91BZ",51.524891357923,-0.17682039486931
"W91DA",51.525484721117,-0.17796451919741
"W91DB",51.525757492233,-0.1781554769261
"W91DD",51.525502661229,-0.17854050885148
"W91DE",51.526153779436,-0.17935075611189
"W91DF",51.526911136407,-0.18063258644684
"W91DJ",51.529936414996,-0.18550095055297
"W91DL",51.527700747097,-0.18283594723669
"W91DN",51.528525061821,-0.18379800411429
"W91DP",51.524894439195,-0.18107342080821
"W91DR",51.525000777869,-0.18039156077917
"W91DS",51.523921507739,-0.18096802543034
"W91DT",51.523633843054,-0.1815561728297
"W91DW",51.526369577354,-0.18108671479342
"W91DX",51.523263720584,-0.18204667849882
"W91ED",51.524050807668,-0.18234692146929
"W91EE",51.524153189008,-0.18315020787162
"W91EH",51.526012466151,-0.18183625627883
